11	11	Lisa	Anderson	lisa.anderson@sakilacustomer.org	Y	1542 Tarlac Parkway		Kanagawa	1027	635297277345	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
12	12	Nancy	Thomas	nancy.thomas@sakilacustomer.org	Y	808 Bhopal Manor		Haryana	10672	465887807014	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
13	13	Karen	Jackson	karen.jackson@sakilacustomer.org	Y	270 Amroha Parkway		Osmaniye	29610	695479687538	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
14	14	Betty	White	betty.white@sakilacustomer.org	Y	770 Bydgoszcz Avenue		California	16266	517338314235	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
15	15	Helen	Harris	helen.harris@sakilacustomer.org	Y	419 Iligan Lane		Madhya Pradesh	72878	990911107354	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
16	16	Sandra	Martin	sandra.martin@sakilacustomer.org	Y	360 Toulouse Parkway		England	54308	949312333307	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	0	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
17	17	Donna	Thompson	donna.thompson@sakilacustomer.org	Y	270 Toulon Boulevard		Kalmykia	81766	407752414682	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
18	18	Carol	Garcia	carol.garcia@sakilacustomer.org	Y	320 Brest Avenue		Kaduna	43331	747791594069	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
19	19	Ruth	Martinez	ruth.martinez@sakilacustomer.org	Y	1417 Lancaster Avenue		Northern Cape	72192	272572357893	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
20	20	Sharon	Robinson	sharon.robinson@sakilacustomer.org	Y	1688 Okara Way		Nothwest Border Prov	21954	144453869132	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
21	21	Michelle	Clark	michelle.clark@sakilacustomer.org	Y	262 A Corua (La Corua) Parkway		Dhaka	34418	892775750063	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
22	22	Laura	Rodriguez	laura.rodriguez@sakilacustomer.org	Y	28 Charlotte Amalie Street		Rabat-Sal-Zammour-Z	37551	161968374323	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
23	23	Sarah	Lewis	sarah.lewis@sakilacustomer.org	Y	1780 Hino Boulevard		Liepaja	7716	902731229323	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
24	24	Kimberly	Lee	kimberly.lee@sakilacustomer.org	Y	96 Tafuna Way		Crdoba	99865	934730187245	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
25	25	Deborah	Walker	deborah.walker@sakilacustomer.org	Y	934 San Felipe de Puerto Plata Street		Sind	99780	196495945706	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
26	26	Jessica	Hall	jessica.hall@sakilacustomer.org	Y	18 Duisburg Boulevard			58327	998009777982	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
27	27	Shirley	Allen	shirley.allen@sakilacustomer.org	Y	217 Botshabelo Place		Southern Mindanao	49521	665356572025	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
28	28	Cynthia	Young	cynthia.young@sakilacustomer.org	Y	1425 Shikarpur Manor		Bihar	65599	678220867005	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
29	29	Angela	Hernandez	angela.hernandez@sakilacustomer.org	Y	786 Aurora Avenue		Yamaguchi	65750	18461860151	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
30	30	Melissa	King	melissa.king@sakilacustomer.org	Y	1668 Anpolis Street		Taipei	50199	525255540978	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
31	31	Brenda	Wright	brenda.wright@sakilacustomer.org	Y	33 Gorontalo Way		West Bengali	30348	745994947458	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
32	32	Amy	Lopez	amy.lopez@sakilacustomer.org	Y	176 Mandaluyong Place		Uttar Pradesh	65213	627705991774	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
33	33	Anna	Hill	anna.hill@sakilacustomer.org	Y	127 Purnea (Purnia) Manor		Piemonte	79388	911872220378	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
34	34	Rebecca	Scott	rebecca.scott@sakilacustomer.org	Y	61 Tama Street		Okayama	94065	708403338270	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
35	35	Virginia	Green	virginia.green@sakilacustomer.org	Y	391 Callao Drive		Midi-Pyrnes	34021	440512153169	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
36	36	Kathleen	Adams	kathleen.adams@sakilacustomer.org	Y	334 Munger (Monghyr) Lane		Markazi	38145	481183273622	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
37	37	Pamela	Baker	pamela.baker@sakilacustomer.org	Y	1440 Fukuyama Loop		Henan	47929	912257250465	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
38	38	Martha	Gonzalez	martha.gonzalez@sakilacustomer.org	Y	269 Cam Ranh Parkway		Chisinau	34689	489783829737	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
39	39	Debra	Nelson	debra.nelson@sakilacustomer.org	Y	306 Antofagasta Place		Esprito Santo	3989	378318851631	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
40	40	Amanda	Carter	amanda.carter@sakilacustomer.org	Y	671 Graz Street		Oriental	94399	680768868518	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
41	41	Stephanie	Mitchell	stephanie.mitchell@sakilacustomer.org	Y	42 Brindisi Place		Yerevan	16744	42384721397	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
42	42	Carolyn	Perez	carolyn.perez@sakilacustomer.org	Y	1632 Bislig Avenue		Nonthaburi	61117	471675840679	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
43	43	Christine	Roberts	christine.roberts@sakilacustomer.org	Y	1447 Imus Way		Tahiti	48942	539758313890	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
44	44	Marie	Turner	marie.turner@sakilacustomer.org	Y	1998 Halifax Drive		Lipetsk	76022	177727722820	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
45	45	Janet	Phillips	janet.phillips@sakilacustomer.org	Y	1718 Valencia Street		Antofagasta	37359	675292816413	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
46	46	Catherine	Campbell	catherine.campbell@sakilacustomer.org	Y	46 Pjatigorsk Lane		Moscow (City)	23616	262076994845	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
47	47	Frances	Parker	frances.parker@sakilacustomer.org	Y	686 Garland Manor		Cear	52535	69493378813	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
48	48	Ann	Evans	ann.evans@sakilacustomer.org	Y	909 Garland Manor		Tatarstan	69367	705800322606	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
49	49	Joyce	Edwards	joyce.edwards@sakilacustomer.org	Y	725 Isesaki Place		Mekka	74428	876295323994	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
50	50	Diane	Collins	diane.collins@sakilacustomer.org	Y	115 Hidalgo Parkway		Khartum	80168	307703950263	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
51	51	Alice	Stewart	alice.stewart@sakilacustomer.org	Y	1135 Izumisano Parkway		California	48150	171822533480	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
52	52	Julie	Sanchez	julie.sanchez@sakilacustomer.org	Y	939 Probolinggo Loop		Galicia	4166	680428310138	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
53	53	Heather	Morris	heather.morris@sakilacustomer.org	Y	17 Kabul Boulevard		Chiba	38594	697760867968	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
54	54	Teresa	Rogers	teresa.rogers@sakilacustomer.org	Y	1964 Allappuzha (Alleppey) Street		Yamaguchi	48980	920811325222	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
55	55	Doris	Reed	doris.reed@sakilacustomer.org	Y	1697 Kowloon and New Kowloon Loop		Moskova	57807	499352017190	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
56	56	Gloria	Cook	gloria.cook@sakilacustomer.org	Y	1668 Saint Louis Place		Tahiti	39072	347487831378	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
57	57	Evelyn	Morgan	evelyn.morgan@sakilacustomer.org	Y	943 Tokat Street		Vaduz	45428	889318963672	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
58	58	Jean	Bell	jean.bell@sakilacustomer.org	Y	1114 Liepaja Street		Sarawak	69226	212869228936	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
59	59	Cheryl	Murphy	cheryl.murphy@sakilacustomer.org	Y	1213 Ranchi Parkway		Karnataka	94352	800024380485	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
60	60	Mildred	Bailey	mildred.bailey@sakilacustomer.org	Y	81 Hodeida Way		Rajasthan	55561	250767749542	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
61	61	Katherine	Rivera	katherine.rivera@sakilacustomer.org	Y	915 Ponce Place		Basel-Stadt	83980	1395251317	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
62	62	Joan	Cooper	joan.cooper@sakilacustomer.org	Y	1717 Guadalajara Lane		Missouri	85505	914090181665	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
63	63	Ashley	Richardson	ashley.richardson@sakilacustomer.org	Y	1214 Hanoi Way		Nebraska	67055	491001136577	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
64	64	Judith	Cox	judith.cox@sakilacustomer.org	Y	1966 Amroha Avenue		Sichuan	70385	333489324603	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	0	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
65	65	Rose	Howard	rose.howard@sakilacustomer.org	Y	698 Otsu Street		Cayenne	71110	409983924481	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
66	66	Janice	Ward	janice.ward@sakilacustomer.org	Y	1150 Kimchon Manor		Skne ln	96109	663449333709	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
67	67	Kelly	Torres	kelly.torres@sakilacustomer.org	Y	1586 Guaruj Place		Hunan	5135	947233365992	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
68	68	Nicole	Peterson	nicole.peterson@sakilacustomer.org	Y	57 Arlington Manor		Madhya Pradesh	48960	990214419142	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
69	69	Judy	Gray	judy.gray@sakilacustomer.org	Y	1031 Daugavpils Parkway		Bchar	59025	107137400143	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
70	70	Christina	Ramirez	christina.ramirez@sakilacustomer.org	Y	1124 Buenaventura Drive		Mekka	6856	407733804223	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
71	71	Kathy	James	kathy.james@sakilacustomer.org	Y	492 Cam Ranh Street		Eastern Visayas	50805	565018274456	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
72	72	Theresa	Watson	theresa.watson@sakilacustomer.org	Y	89 Allappuzha (Alleppey) Manor		National Capital Reg	75444	255800440636	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
73	73	Beverly	Brooks	beverly.brooks@sakilacustomer.org	Y	1947 Poos de Caldas Boulevard		Chiayi	60951	427454485876	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
74	74	Denise	Kelly	denise.kelly@sakilacustomer.org	Y	1206 Dos Quebradas Place		So Paulo	20207	241832790687	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
75	75	Tammy	Sanders	tammy.sanders@sakilacustomer.org	Y	1551 Rampur Lane		Changhwa	72394	251164340471	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
76	76	Irene	Price	irene.price@sakilacustomer.org	Y	602 Paarl Street		Pavlodar	98889	896314772871	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
77	77	Jane	Bennett	jane.bennett@sakilacustomer.org	Y	1692 Ede Loop		So Paulo	9223	918711376618	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
78	78	Lori	Wood	lori.wood@sakilacustomer.org	Y	936 Salzburg Lane		Uttar Pradesh	96709	875756771675	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
79	79	Rachel	Barnes	rachel.barnes@sakilacustomer.org	Y	586 Tete Way		Kanagawa	1079	18581624103	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
80	80	Marilyn	Ross	marilyn.ross@sakilacustomer.org	Y	1888 Kabul Drive		Oyo & Osun	20936	701457319790	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
81	81	Andrea	Henderson	andrea.henderson@sakilacustomer.org	Y	320 Baiyin Parkway		Mahajanga	37307	223664661973	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
82	82	Kathryn	Coleman	kathryn.coleman@sakilacustomer.org	Y	927 Baha Blanca Parkway		Krim	9495	821972242086	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
83	83	Louise	Jenkins	louise.jenkins@sakilacustomer.org	Y	929 Tallahassee Loop		Gauteng	74671	800716535041	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
84	84	Sara	Perry	sara.perry@sakilacustomer.org	Y	125 Citt del Vaticano Boulevard		Puebla	67912	48417642933	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
85	85	Anne	Powell	anne.powell@sakilacustomer.org	Y	1557 Ktahya Boulevard		England	88002	720998247660	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
86	86	Jacqueline	Long	jacqueline.long@sakilacustomer.org	Y	870 Ashqelon Loop		Songkhla	84931	135117278909	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
87	87	Wanda	Patterson	wanda.patterson@sakilacustomer.org	Y	1740 Portoviejo Avenue		Sucre	29932	198123170793	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
88	88	Bonnie	Hughes	bonnie.hughes@sakilacustomer.org	Y	1942 Ciparay Parkway		Cheju	82624	978987363654	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
89	89	Julia	Flores	julia.flores@sakilacustomer.org	Y	1926 El Alto Avenue		Buenos Aires	75543	846225459260	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
90	90	Ruby	Washington	ruby.washington@sakilacustomer.org	Y	1952 Chatsworth Drive		Guangdong	25958	991562402283	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
91	91	Lois	Butler	lois.butler@sakilacustomer.org	Y	1370 Le Mans Avenue		Brunei and Muara	52163	345679835036	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
92	92	Tina	Simmons	tina.simmons@sakilacustomer.org	Y	984 Effon-Alaiye Avenue		Gois	17119	132986892228	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
93	93	Phyllis	Foster	phyllis.foster@sakilacustomer.org	Y	832 Nakhon Sawan Manor		Inner Mongolia	49021	275595571388	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
94	94	Norma	Gonzales	norma.gonzales@sakilacustomer.org	Y	152 Kitwe Parkway		Caraga	53182	835433605312	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
95	95	Paula	Bryant	paula.bryant@sakilacustomer.org	Y	1697 Tanauan Lane		Punjab	22870	4764773857	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
96	96	Diana	Alexander	diana.alexander@sakilacustomer.org	Y	1308 Arecibo Way		Georgia	30695	6171054059	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
97	97	Annie	Russell	annie.russell@sakilacustomer.org	Y	1599 Plock Drive		Tete	71986	817248913162	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
98	98	Lillian	Griffin	lillian.griffin@sakilacustomer.org	Y	669 Firozabad Loop		Abu Dhabi	92265	412903167998	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
99	99	Emily	Diaz	emily.diaz@sakilacustomer.org	Y	588 Vila Velha Manor		Kyongsangbuk	51540	333339908719	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
100	100	Robin	Hayes	robin.hayes@sakilacustomer.org	Y	1913 Kamakura Place		Lipetsk	97287	942570536750	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
101	101	Peggy	Myers	peggy.myers@sakilacustomer.org	Y	733 Mandaluyong Place		Asir	77459	196568435814	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
102	102	Crystal	Ford	crystal.ford@sakilacustomer.org	Y	659 Vaduz Drive		Ha Darom	49708	709935135487	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
103	103	Gladys	Hamilton	gladys.hamilton@sakilacustomer.org	Y	1177 Jelets Way		Kwara & Kogi	3305	484292626944	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
104	104	Rita	Graham	rita.graham@sakilacustomer.org	Y	1386 Yangor Avenue		Provence-Alpes-Cte	80720	449216226468	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
105	105	Dawn	Sullivan	dawn.sullivan@sakilacustomer.org	Y	454 Nakhon Sawan Boulevard		Funafuti	76383	963887147572	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
106	106	Connie	Wallace	connie.wallace@sakilacustomer.org	Y	1867 San Juan Bautista Tuxtepec Avenue		Ivanovo	78311	547003310357	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
107	107	Florence	Woods	florence.woods@sakilacustomer.org	Y	1532 Dzerzinsk Way		Buenos Aires	9599	330838016880	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
108	108	Tracy	Cole	tracy.cole@sakilacustomer.org	Y	1002 Ahmadnagar Manor		Mxico	93026	371490777743	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
109	109	Edna	West	edna.west@sakilacustomer.org	Y	682 Junan Way		North West	30418	622255216127	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
110	110	Tiffany	Jordan	tiffany.jordan@sakilacustomer.org	Y	804 Elista Drive		Hubei	61069	379804592943	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
111	111	Carmen	Owens	carmen.owens@sakilacustomer.org	Y	1378 Alvorada Avenue		Distrito Federal	75834	272234298332	2006/02/14 00:00:00.000	2013/05/26 14:49:45.738000000	1	2013/05/26 00:00:00.000	9999/12/31 00:00:00.000	1
